Only works one side at a time. When you connect two cables one side stop working and also overheated burning the fuses. I purchased two of them and it's the same problem. Cheap and bad quality.
2	I could only give this USB car charger 2 stars because although it worked fine for about 3 months it subsequently died on me.Pros:-Has 2 USB ports for charging one (the top) is 2.1 amps.  The bottom slot is lower presumably 1 or 1.5 amps.-Fits well in my charging socket - holds tight.  I've had some that were loose in my charging socket.-Works well to charge my iPhone in the top slot and the bottom slot works with most Android phones except the very high end ones.-Has a blue LED light to tell you it is on and ready to charge.-The USB sockets seem to be well made and tightly fit all my cables.-Pretty solid construction.-It cost less than $2.Cons:-It died on me after 3 months.I had really enjoyed using this USB charger.  It rapidly charged my iPhone and worked well with charging the phones of my family and friends.  The two slot design makes this design very handy; with a 1 slot design no one else can charge their device unless I remove my cord.  Of course after this charger died I had to go back to the 1 slot design I was using before.After 3 months I began to notice the LED light flickering.  It was less than a week later that is quit working permanently.  I'm not sure what the problem was - faulty wiring bad design I guess I'll never know.  I thought about getting another since they are so cheap but then I thought better of it.  Maybe they are so cheap because they are simply disposable after a short period of time.For whatever reason it died and I was forced to look for another 2 slot design - I haven't found one in my price range yet.
4	This charger works great and is short unlike most chargers. It does a great job with charging both my phone and my GPS when I am in the car.  Great value and easy on the wallet.
0	I bought 2 of this and tried to test first ... after few minutes of charging it felt hot. Pulled it out and the product smelled burnt. Tried the other one too and same thing. Be careful... this one could be fire hazard or could potentially destroy the electrical system
2	It looked like it was used! It was broken when it got to be the paint job was horrible.I would never get it again
0	This case for some reason is peeling there isn't much left of the orginal skin i  loved the case with pink being my favorite color but i wouldn't recommend this specific one for anyone.
0	JUNK!!!......This product must be miss labeled.  I can not get my Samsung S2 phone to charge with this OEM charger.  The lights are on the phone says its charging but nothing happens.  I am not sure if I got a defective product but it is very upsetting to sit in your car for hours and not see your phone recharge.  If you need a reliable charger DO NOT purchase this product.If you need a car charger for your Samsung S2 I would recommend the Motorola Vehicle Power Adapter.  It charges fast and is dependable.
4	A very good car charger for your phones charged my phone pretty quickly and quite affordable I recommend it to anyone to have as a back up to your charger.
2	The Samsung car charger has stopped working within a 6 month period.  I thought a fuse was blown inside the unit but when I attempted to change it I've noticed that it doesn't come apart like most vehicle chargers.
2	WHAT A GREAT PRICE!RIGHT OUT OF THE BOX PLUG N UPLOAD SUM JUICE ...DON'T KNOW IF DROPPING IT REPEATEDLY ON THE FLOORBOARDOR OCCASIONALLY STUFFING IT IN CONSOLE TO HIDE CAUSED FAILURE ...BUT SOON THE GREEN LIGHT FAILED TO LIGHT AND PHONES DISPLAY SHOWEDIT WASN'T CHARGING. SO EITHER SPEND SEVERAL MORE DOLLARS FOR ONE WITHA HEAVIER CORD/STRONGER SHELL OR TREAT IT AS A DELICATE FLOWER.
0	Plugged into the car and worked the first couple of days. Hasn't worked since. My phone does not even recognize it's plugged in.
2	You have to hold it in a certain place in other for it to charge. I'll just buy the Verizon  charger instead
0	This thing worked well when it actually functioned but today it stopped working and I am past the 30 day return window by 10 days give or take.I'm guessing the quality might not be great as that is why it stopped working who knows.. What a waste of money.
0	First this is kind of cheap-looking but I did try to buy the cheapest OEM car charger I could for my phone so that's forgiveable.  The springs on the side don't have much force though so this is constantly slipping out of the 12V car port.  The cable is sturdy but the rubber near the connector is kind of stiff which makes charging AND operating your phone on the go a bit of a hassle.  It's held up well since I purchased it though.UPDATE:  Stopped charging after a month.
2	I have had 3 phone chargers go bad in two weeks. I can not say where I purchased them. Most chargers for cell phones are cheaply made. This one is OK I guess.
2	Got this to replace a frayed OEM cord. The cord itself is ok ;however the plug that looks like OEM and is stamped as such is crap! Took 8 times longer to charge with this unit! When the cord was paired with the actual OEM plug in it worked fine. So if you need a cord its ok; however it is definitely not OEM and the plug is worthless. For the price and really just needing a cord it is a good value but I am very disappointed with the false markings as OEM when it is certainly not.
0	I received this product in a very timely manner which was delightful however I gave it as a gift and was embarrassed to find out it was a defective item. I was reimbursed for the product but would have much rather had a product that worked the first time.
2	It worked fine for a few days then I had to change to cord........The charger itself working fine up to this point..........Rather than send it back I bought another cord from sprint for $19.00
2	I thought this would be a Samsung product but look like a cheap counterfiet. It came crushed and is slow to charge my phone.
